disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
sdd       20368         0      218872      120868    512822      1689   544997984     2913219       0    1578 2025-11-13 18:05:58
nvme0n1       652         0       67557         804    456790         0    58853877      376561       0     244 2025-11-13 18:05:58
nvme1n1       729         0       76618         365    472922         0    58853877      150923       0     113 2025-11-13 18:05:58
nvme2n1      1463         0      266440         279   1006740         0   160777336      104073       0      75 2025-11-13 18:05:58
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:05:58
nvme4n1    787254    195320   116519191      205064  13820078   5880847   344612556    12950075       0    4249 2025-11-13 18:05:58
nvme3n1      1491         0      273845         409    990088         0   160777336      143651       0      87 2025-11-13 18:05:58
nvme9n1    132704         0    16476918       81404  24394378         0   638742419    11926157       0   10510 2025-11-13 18:05:58
nvme8n1    129705         0    16069315      116609  24235923         0   638742419    14366207       0   12152 2025-11-13 18:05:58
nvme7n1    122261         0    15857819       85218  31788000         0   792716134    17801119       0   15503 2025-11-13 18:05:58
nvme6n1    118626         0    15716099       78537  31012646         0   792716134    31768920       0   21426 2025-11-13 18:05:58
sda       20904         0      224008       95583    514582      1410   545149760     2961784       0    1592 2025-11-13 18:06:03
sdb       21323         0      225520       85388    517351      1358   545191232     2960831       0    1581 2025-11-13 18:06:03
sdc       20986         0      223456      116420    516625      1646   545191232     2910706       0    1572 2025-11-13 18:06:03
sdd       20368         0      218872      120868    512940      1689   545149760     2913953       0    1578 2025-11-13 18:06:03
nvme0n1       652         0       67557         804    456843         0    58854205      376674       0     245 2025-11-13 18:06:03
nvme1n1       729         0       76618         365    472976         0    58854205      150942       0     113 2025-11-13 18:06:03
nvme2n1      1463         0      266440         279   1006816         0   160778061      104088       0      75 2025-11-13 18:06:03
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:03
nvme4n1    787254    195320   116519191      205064  13820083   5880878   344612860    12950104       0    4249 2025-11-13 18:06:03
nvme3n1      1491         0      273845         409    990165         0   160778061      143687       0      87 2025-11-13 18:06:03
nvme9n1    132704         0    16476918       81404  24394463         0   638743314    11926171       0   10510 2025-11-13 18:06:03
nvme8n1    129705         0    16069315      116609  24236012         0   638743314    14366219       0   12152 2025-11-13 18:06:03
nvme7n1    122261         0    15857819       85218  31788138         0   792717624    17801132       0   15503 2025-11-13 18:06:03
nvme6n1    118626         0    15716099       78537  31012782         0   792717624    31768934       0   21426 2025-11-13 18:06:03
sda       20904         0      224008       95583    514735      1411   545288928     2962562       0    1592 2025-11-13 18:06:08
sdb       21323         0      225520       85388    517488      1359   545335904     2961536       0    1582 2025-11-13 18:06:08
sdc       20986         0      223456      116420    516748      1646   545335904     2911477       0    1573 2025-11-13 18:06:08
sdd       20368         0      218872      120868    513063      1689   545288928     2914703       0    1578 2025-11-13 18:06:08
nvme0n1       652         0       67557         804    456906         0    58854584      376789       0     245 2025-11-13 18:06:08
nvme1n1       729         0       76618         365    473040         0    58854584      150961       0     113 2025-11-13 18:06:08
nvme2n1      1463         0      266440         279   1006914         0   160778889      104104       0      75 2025-11-13 18:06:08
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:08
nvme4n1    787254    195320   116519191      205064  13820086   5880896   344613028    12950121       0    4249 2025-11-13 18:06:08
nvme3n1      1491         0      273845         409    990268         0   160778889      143723       0      87 2025-11-13 18:06:08
nvme9n1    132704         0    16476918       81404  24394538         0   638744072    11926184       0   10510 2025-11-13 18:06:08
nvme8n1    129705         0    16069315      116609  24236089         0   638744072    14366232       0   12152 2025-11-13 18:06:08
nvme7n1    122261         0    15857819       85218  31788274         0   792718853    17801147       0   15503 2025-11-13 18:06:08
nvme6n1    118626         0    15716099       78537  31012915         0   792718853    31768948       0   21426 2025-11-13 18:06:08
sda       20904         0      224008       95583    514852      1411   545421584     2963246       0    1592 2025-11-13 18:06:13
sdb       21323         0      225520       85388    517616      1359   545464080     2962216       0    1582 2025-11-13 18:06:13
sdc       20986         0      223456      116420    516891      1648   545464080     2912132       0    1573 2025-11-13 18:06:13
sdd       20368         0      218872      120868    513182      1689   545421584     2915369       0    1579 2025-11-13 18:06:13
nvme0n1       652         0       67557         804    456957         0    58854994      376901       0     245 2025-11-13 18:06:13
nvme1n1       729         0       76618         365    473092         0    58854994      150980       0     113 2025-11-13 18:06:13
nvme2n1      1463         0      266440         279   1006991         0   160779780      104119       0      75 2025-11-13 18:06:13
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:13
nvme4n1    787254    195320   116519191      205064  13820088   5880904   344613108    12950132       0    4249 2025-11-13 18:06:13
nvme3n1      1491         0      273845         409    990346         0   160779780      143758       0      87 2025-11-13 18:06:13
nvme9n1    132704         0    16476918       81404  24394607         0   638744665    11926197       0   10510 2025-11-13 18:06:13
nvme8n1    129705         0    16069315      116609  24236157         0   638744665    14366246       0   12152 2025-11-13 18:06:13
nvme7n1    122261         0    15857819       85218  31788377         0   792719923    17801161       0   15503 2025-11-13 18:06:13
nvme6n1    118626         0    15716099       78537  31013019         0   792719923    31768962       0   21426 2025-11-13 18:06:13
sda       20904         0      224008       95583    514996      1411   545580168     2964074       0    1593 2025-11-13 18:06:18
sdb       21323         0      225520       85388    517743      1360   545624808     2963045       0    1582 2025-11-13 18:06:18
sdc       20986         0      223456      116420    517048      1648   545624808     2912986       0    1573 2025-11-13 18:06:18
sdd       20368         0      218872      120868    513313      1689   545580168     2916208       0    1579 2025-11-13 18:06:18
nvme0n1       652         0       67557         804    457012         0    58855310      377015       0     245 2025-11-13 18:06:18
nvme1n1       729         0       76618         365    473151         0    58855310      150999       0     113 2025-11-13 18:06:18
nvme2n1      1463         0      266440         279   1007068         0   160780472      104135       0      75 2025-11-13 18:06:18
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:18
nvme4n1    787254    195320   116519191      205064  13820091   5880905   344613140    12950149       0    4249 2025-11-13 18:06:18
nvme3n1      1491         0      273845         409    990423         0   160780472      143794       0      87 2025-11-13 18:06:18
nvme9n1    132704         0    16476918       81404  24394607         0   638744665    11926197       0   10510 2025-11-13 18:06:18
nvme8n1    129705         0    16069315      116609  24236157         0   638744665    14366246       0   12152 2025-11-13 18:06:18
nvme7n1    122261         0    15857819       85218  31788377         0   792719923    17801161       0   15503 2025-11-13 18:06:18
nvme6n1    118626         0    15716099       78537  31013019         0   792719923    31768962       0   21426 2025-11-13 18:06:18
sda       20904         0      224008       95583    515103      1412   545712704     2964751       0    1593 2025-11-13 18:06:23
sdb       21323         0      225520       85388    517870      1360   545755344     2963714       0    1583 2025-11-13 18:06:23
sdc       20986         0      223456      116420    517157      1649   545755344     2913650       0    1574 2025-11-13 18:06:23
sdd       20368         0      218872      120868    513421      1690   545712704     2916905       0    1580 2025-11-13 18:06:23
nvme0n1       652         0       67557         804    457071         0    58855755      377128       0     245 2025-11-13 18:06:23
nvme1n1       729         0       76618         365    473205         0    58855755      151018       0     113 2025-11-13 18:06:23
nvme2n1      1463         0      266440         279   1007146         0   160781434      104150       0      75 2025-11-13 18:06:23
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:23
nvme4n1    787254    195320   116519191      205064  13820123   5880909   344620860    12950215       0    4249 2025-11-13 18:06:23
nvme3n1      1491         0      273845         409    990502         0   160781434      143830       0      87 2025-11-13 18:06:23
nvme9n1    132704         0    16476918       81404  24394607         0   638744665    11926197       0   10510 2025-11-13 18:06:23
nvme8n1    129705         0    16069315      116609  24236157         0   638744665    14366246       0   12152 2025-11-13 18:06:23
nvme7n1    122261         0    15857819       85218  31788377         0   792719923    17801161       0   15503 2025-11-13 18:06:23
nvme6n1    118626         0    15716099       78537  31013019         0   792719923    31768962       0   21426 2025-11-13 18:06:23
sda       20904         0      224008       95583    515265      1413   545873776     2965597       0    1594 2025-11-13 18:06:28
sdb       21323         0      225520       85388    518008      1361   545910480     2964578       0    1583 2025-11-13 18:06:28
sdc       20986         0      223456      116420    517331      1650   545910480     2914443       0    1574 2025-11-13 18:06:28
sdd       20368         0      218872      120868    513578      1690   545873776     2917793       0    1580 2025-11-13 18:06:28
nvme0n1       652         0       67557         804    457143         0    58856360      377242       0     245 2025-11-13 18:06:28
nvme1n1       729         0       76618         365    473276         0    58856360      151037       0     113 2025-11-13 18:06:28
nvme2n1      1463         0      266440         279   1007250         0   160782450      104165       0      75 2025-11-13 18:06:28
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:28
nvme4n1    787254    195320   116519191      205064  13820273   5881013   344623060    12950470       0    4249 2025-11-13 18:06:28
nvme3n1      1491         0      273845         409    990604         0   160782450      143866       0      87 2025-11-13 18:06:28
nvme9n1    132704         0    16476918       81404  24394714         0   638745855    11926211       0   10510 2025-11-13 18:06:28
nvme8n1    129705         0    16069315      116609  24236265         0   638745855    14366261       0   12152 2025-11-13 18:06:28
nvme7n1    122261         0    15857819       85218  31788562         0   792722671    17801178       0   15503 2025-11-13 18:06:28
nvme6n1    118626         0    15716099       78537  31013204         0   792722671    31768978       0   21426 2025-11-13 18:06:28
sda       20904         0      224008       95583    515381      1414   546003960     2966315       0    1594 2025-11-13 18:06:33
sdb       21323         0      225520       85388    518127      1361   546041256     2965267       0    1584 2025-11-13 18:06:33
sdc       20986         0      223456      116420    517471      1650   546041256     2915101       0    1574 2025-11-13 18:06:33
sdd       20368         0      218872      120868    513703      1690   546003960     2918468       0    1580 2025-11-13 18:06:33
nvme0n1       652         0       67557         804    457215         0    58856829      377357       0     245 2025-11-13 18:06:33
nvme1n1       729         0       76618         365    473346         0    58856829      151057       0     113 2025-11-13 18:06:33
nvme2n1      1463         0      266440         279   1007357         0   160783453      104181       0      75 2025-11-13 18:06:33
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:33
nvme4n1    787254    195320   116519191      205064  13820287   5881028   344623380    12950539       0    4249 2025-11-13 18:06:33
nvme3n1      1491         0      273845         409    990710         0   160783453      143903       0      87 2025-11-13 18:06:33
nvme9n1    132704         0    16476918       81404  24394714         0   638745855    11926211       0   10510 2025-11-13 18:06:33
nvme8n1    129705         0    16069315      116609  24236265         0   638745855    14366261       0   12152 2025-11-13 18:06:33
nvme7n1    122261         0    15857819       85218  31788562         0   792722671    17801178       0   15503 2025-11-13 18:06:33
nvme6n1    118626         0    15716099       78537  31013204         0   792722671    31768978       0   21426 2025-11-13 18:06:33
sda       20904         0      224008       95583    515485      1415   546135328     2967013       0    1594 2025-11-13 18:06:38
sdb       21323         0      225520       85388    518247      1361   546175472     2965983       0    1584 2025-11-13 18:06:38
sdc       20986         0      223456      116420    517593      1651   546175472     2915818       0    1575 2025-11-13 18:06:38
sdd       20368         0      218872      120868    513806      1690   546135328     2919160       0    1581 2025-11-13 18:06:38
nvme0n1       652         0       67557         804    457277         0    58857304      377472       0     245 2025-11-13 18:06:38
nvme1n1       729         0       76618         365    473408         0    58857304      151075       0     113 2025-11-13 18:06:38
nvme2n1      1463         0      266440         279   1007447         0   160784408      104196       0      75 2025-11-13 18:06:38
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:38
nvme4n1    787254    195320   116519191      205064  13820290   5881032   344623436    12950556       0    4249 2025-11-13 18:06:38
nvme3n1      1491         0      273845         409    990802         0   160784408      143940       0      87 2025-11-13 18:06:38
nvme9n1    132704         0    16476918       81404  24394802         0   638746624    11926224       0   10510 2025-11-13 18:06:38
nvme8n1    129705         0    16069315      116609  24236356         0   638746624    14366274       0   12152 2025-11-13 18:06:38
nvme7n1    122261         0    15857819       85218  31788722         0   792724111    17801193       0   15503 2025-11-13 18:06:38
nvme6n1    118626         0    15716099       78537  31013356         0   792724111    31768993       0   21426 2025-11-13 18:06:38
sda       20904         0      224008       95583    515611      1416   546297368     2967862       0    1595 2025-11-13 18:06:43
sdb       21323         0      225520       85388    518372      1361   546334976     2966821       0    1584 2025-11-13 18:06:43
sdc       20986         0      223456      116420    517727      1653   546334976     2916597       0    1575 2025-11-13 18:06:43
sdd       20368         0      218872      120868    513927      1691   546297368     2920044       0    1581 2025-11-13 18:06:43
nvme0n1       652         0       67557         804    457343         0    58857730      377587       0     245 2025-11-13 18:06:43
nvme1n1       729         0       76618         365    473476         0    58857730      151095       0     113 2025-11-13 18:06:43
nvme2n1      1463         0      266440         279   1007519         0   160785146      104211       0      75 2025-11-13 18:06:43
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:43
nvme4n1    787254    195320   116519191      205064  13820292   5881033   344623460    12950566       0    4249 2025-11-13 18:06:43
nvme3n1      1491         0      273845         409    990875         0   160785146      143976       0      87 2025-11-13 18:06:43
nvme9n1    132704         0    16476918       81404  24394875         0   638747162    11926237       0   10510 2025-11-13 18:06:43
nvme8n1    129705         0    16069315      116609  24236428         0   638747162    14366286       0   12152 2025-11-13 18:06:43
nvme7n1    122261         0    15857819       85218  31788829         0   792725186    17801207       0   15503 2025-11-13 18:06:43
nvme6n1    118626         0    15716099       78537  31013458         0   792725186    31769007       0   21426 2025-11-13 18:06:43
sda       20904         0      224008       95583    515751      1416   546421976     2968611       0    1595 2025-11-13 18:06:48
sdb       21323         0      225520       85388    518483      1362   546471464     2967507       0    1585 2025-11-13 18:06:48
sdc       20986         0      223456      116420    517836      1653   546471464     2917277       0    1575 2025-11-13 18:06:48
sdd       20368         0      218872      120868    514041      1691   546421976     2920711       0    1582 2025-11-13 18:06:48
nvme0n1       652         0       67557         804    457410         0    58858283      377701       0     245 2025-11-13 18:06:48
nvme1n1       729         0       76618         365    473546         0    58858283      151116       0     113 2025-11-13 18:06:48
nvme2n1      1463         0      266440         279   1007603         0   160785835      104226       0      75 2025-11-13 18:06:48
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:48
nvme4n1    787254    195320   116519191      205064  13820294   5881041   344623540    12950576       0    4249 2025-11-13 18:06:48
nvme3n1      1491         0      273845         409    990956         0   160785835      144016       0      87 2025-11-13 18:06:48
nvme9n1    132704         0    16476918       81404  24394958         0   638747862    11926250       0   10510 2025-11-13 18:06:48
nvme8n1    129705         0    16069315      116609  24236510         0   638747862    14366299       0   12152 2025-11-13 18:06:48
nvme7n1    122261         0    15857819       85218  31788962         0   792726424    17801222       0   15503 2025-11-13 18:06:48
nvme6n1    118626         0    15716099       78537  31013591         0   792726424    31769021       0   21426 2025-11-13 18:06:48
sda       20904         0      224008       95583    515899      1416   546577104     2969429       0    1596 2025-11-13 18:06:53
sdb       21323         0      225520       85388    518634      1362   546634064     2968348       0    1585 2025-11-13 18:06:53
sdc       20986         0      223456      116420    517970      1653   546634064     2918090       0    1576 2025-11-13 18:06:53
sdd       20368         0      218872      120868    514192      1691   546577104     2921511       0    1582 2025-11-13 18:06:53
nvme0n1       652         0       67557         804    457500         0    58858932      377816       0     245 2025-11-13 18:06:53
nvme1n1       729         0       76618         365    473637         0    58858932      151135       0     113 2025-11-13 18:06:53
nvme2n1      1463         0      266440         279   1007691         0   160786615      104241       0      75 2025-11-13 18:06:53
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:53
nvme4n1    787254    195320   116519191      205064  13821448   5881376   344770060    12950975       0    4249 2025-11-13 18:06:53
nvme3n1      1491         0      273845         409    991041         0   160786615      144053       0      87 2025-11-13 18:06:53
nvme9n1    132704         0    16476918       81404  24395032         0   638748656    11926264       0   10510 2025-11-13 18:06:53
nvme8n1    129705         0    16069315      116609  24236583         0   638748656    14366311       0   12152 2025-11-13 18:06:53
nvme7n1    122261         0    15857819       85218  31789077         0   792727797    17801234       0   15503 2025-11-13 18:06:53
nvme6n1    118626         0    15716099       78537  31013704         0   792727797    31769034       0   21426 2025-11-13 18:06:53
sda       20904         0      224008       95583    516071      1416   546703336     2970036       0    1596 2025-11-13 18:06:58
sdb       21323         0      225520       85388    518743      1362   546763768     2969012       0    1586 2025-11-13 18:06:58
sdc       20986         0      223456      116420    518092      1653   546763768     2918726       0    1576 2025-11-13 18:06:58
sdd       20368         0      218872      120868    514320      1691   546703336     2922197       0    1582 2025-11-13 18:06:58
nvme0n1       652         0       67557         804    457569         0    58859400      377931       0     245 2025-11-13 18:06:58
nvme1n1       729         0       76618         365    473707         0    58859400      151155       0     113 2025-11-13 18:06:58
nvme2n1      1463         0      266440         279   1007785         0   160787280      104257       0      75 2025-11-13 18:06:58
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:06:58
nvme4n1    787254    195320   116519191      205064  13821448   5881376   344770060    12950975       0    4249 2025-11-13 18:06:58
nvme3n1      1491         0      273845         409    991134         0   160787280      144089       0      87 2025-11-13 18:06:58
nvme9n1    132704         0    16476918       81404  24395111         0   638749443    11926278       0   10510 2025-11-13 18:06:58
nvme8n1    129705         0    16069315      116609  24236660         0   638749443    14366324       0   12152 2025-11-13 18:06:58
nvme7n1    122261         0    15857819       85218  31789192         0   792729071    17801248       0   15503 2025-11-13 18:06:58
nvme6n1    118626         0    15716099       78537  31013823         0   792729071    31769047       0   21426 2025-11-13 18:06:58
sda       20904         0      224008       95583    516192      1416   546839856     2970732       0    1596 2025-11-13 18:07:03
sdb       21323         0      225520       85388    518851      1363   546900632     2969718       0    1586 2025-11-13 18:07:03
sdc       20986         0      223456      116420    518199      1653   546900632     2919375       0    1577 2025-11-13 18:07:03
sdd       20368         0      218872      120868    514442      1691   546839856     2922945       0    1583 2025-11-13 18:07:03
nvme0n1       652         0       67557         804    457633         0    58859867      378041       0     245 2025-11-13 18:07:03
nvme1n1       729         0       76618         365    473767         0    58859867      151176       0     113 2025-11-13 18:07:03
nvme2n1      1463         0      266440         279   1007871         0   160788286      104272       0      75 2025-11-13 18:07:03
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:03
nvme4n1    787254    195320   116519191      205064  13821453   5881403   344770332    12951007       0    4249 2025-11-13 18:07:03
nvme3n1      1491         0      273845         409    991219         0   160788286      144125       0      87 2025-11-13 18:07:03
nvme9n1    132704         0    16476918       81404  24395178         0   638750102    11926296       0   10510 2025-11-13 18:07:03
nvme8n1    129705         0    16069315      116609  24236730         0   638750102    14366338       0   12152 2025-11-13 18:07:03
nvme7n1    122261         0    15857819       85218  31789300         0   792730250    17801262       0   15503 2025-11-13 18:07:03
nvme6n1    118626         0    15716099       78537  31013932         0   792730250    31769060       0   21426 2025-11-13 18:07:03
sda       20904         0      224008       95583    516327      1417   546989648     2971616       0    1597 2025-11-13 18:07:08
sdb       21323         0      225520       85388    518972      1363   547056168     2970514       0    1586 2025-11-13 18:07:08
sdc       20986         0      223456      116420    518315      1654   547056168     2920166       0    1577 2025-11-13 18:07:08
sdd       20368         0      218872      120868    514585      1691   546989648     2923812       0    1583 2025-11-13 18:07:08
nvme0n1       652         0       67557         804    457701         0    58860355      378156       0     245 2025-11-13 18:07:08
nvme1n1       729         0       76618         365    473837         0    58860355      151195       0     113 2025-11-13 18:07:08
nvme2n1      1463         0      266440         279   1007981         0   160789341      104288       0      75 2025-11-13 18:07:08
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:08
nvme4n1    787254    195320   116519191      205064  13821455   5881417   344770460    12951016       0    4249 2025-11-13 18:07:08
nvme3n1      1491         0      273845         409    991326         0   160789341      144167       0      87 2025-11-13 18:07:08
nvme9n1    132704         0    16476918       81404  24395252         0   638750920    11926308       0   10510 2025-11-13 18:07:08
nvme8n1    129705         0    16069315      116609  24236802         0   638750920    14366351       0   12152 2025-11-13 18:07:08
nvme7n1    122261         0    15857819       85218  31789429         0   792731553    17801277       0   15503 2025-11-13 18:07:08
nvme6n1    118626         0    15716099       78537  31014071         0   792731553    31769071       0   21426 2025-11-13 18:07:08
sda       20904         0      224008       95583    516453      1417   547121872     2972305       0    1597 2025-11-13 18:07:13
sdb       21323         0      225520       85388    519083      1363   547186600     2971190       0    1587 2025-11-13 18:07:13
sdc       20986         0      223456      116420    518442      1655   547186600     2920812       0    1577 2025-11-13 18:07:13
sdd       20368         0      218872      120868    514710      1691   547121872     2924494       0    1583 2025-11-13 18:07:13
nvme0n1       652         0       67557         804    457798         0    58861180      378271       0     245 2025-11-13 18:07:13
nvme1n1       729         0       76618         365    473932         0    58861180      151217       0     113 2025-11-13 18:07:13
nvme2n1      1463         0      266440         279   1008070         0   160790032      104304       0      75 2025-11-13 18:07:13
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:13
nvme4n1    787254    195320   116519191      205064  13821458   5881425   344770548    12951033       0    4249 2025-11-13 18:07:13
nvme3n1      1491         0      273845         409    991416         0   160790032      144209       0      87 2025-11-13 18:07:13
nvme9n1    132704         0    16476918       81404  24395252         0   638750920    11926308       0   10510 2025-11-13 18:07:13
nvme8n1    129705         0    16069315      116609  24236802         0   638750920    14366351       0   12152 2025-11-13 18:07:13
nvme7n1    122261         0    15857819       85218  31789429         0   792731553    17801277       0   15503 2025-11-13 18:07:13
nvme6n1    118626         0    15716099       78537  31014071         0   792731553    31769071       0   21426 2025-11-13 18:07:13
sda       20904         0      224008       95583    516602      1417   547280784     2973132       0    1597 2025-11-13 18:07:18
sdb       21323         0      225520       85388    519208      1363   547343560     2971997       0    1587 2025-11-13 18:07:18
sdc       20986         0      223456      116420    518569      1655   547343560     2921602       0    1578 2025-11-13 18:07:18
sdd       20368         0      218872      120868    514851      1691   547280784     2925313       0    1584 2025-11-13 18:07:18
nvme0n1       652         0       67557         804    457874         0    58861626      378385       0     245 2025-11-13 18:07:18
nvme1n1       729         0       76618         365    474005         0    58861626      151237       0     113 2025-11-13 18:07:18
nvme2n1      1463         0      266440         279   1008130         0   160790599      104319       0      75 2025-11-13 18:07:18
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:18
nvme4n1    787254    195320   116519191      205064  13821460   5881426   344770572    12951044       0    4249 2025-11-13 18:07:18
nvme3n1      1491         0      273845         409    991478         0   160790599      144246       0      87 2025-11-13 18:07:18
nvme9n1    132704         0    16476918       81404  24395341         0   638751756    11926321       0   10510 2025-11-13 18:07:18
nvme8n1    129705         0    16069315      116609  24236889         0   638751756    14366363       0   12152 2025-11-13 18:07:18
nvme7n1    122261         0    15857819       85218  31789581         0   792733040    17801293       0   15503 2025-11-13 18:07:18
nvme6n1    118626         0    15716099       78537  31014226         0   792733040    31769086       0   21426 2025-11-13 18:07:18
sda       20904         0      224008       95583    516729      1417   547412208     2973834       0    1598 2025-11-13 18:07:23
sdb       21323         0      225520       85388    519321      1363   547473488     2972675       0    1587 2025-11-13 18:07:23
sdc       20986         0      223456      116420    518679      1655   547473488     2922263       0    1578 2025-11-13 18:07:23
sdd       20368         0      218872      120868    514979      1691   547412208     2925999       0    1584 2025-11-13 18:07:23
nvme0n1       652         0       67557         804    457934         0    58862164      378500       0     246 2025-11-13 18:07:23
nvme1n1       729         0       76618         365    474063         0    58862164      151257       0     113 2025-11-13 18:07:23
nvme2n1      1463         0      266440         279   1008214         0   160791501      104335       0      75 2025-11-13 18:07:23
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:23
nvme4n1    787254    195320   116519191      205064  13821462   5881430   344770620    12951054       0    4249 2025-11-13 18:07:23
nvme3n1      1491         0      273845         409    991562         0   160791501      144288       0      87 2025-11-13 18:07:23
nvme9n1    132704         0    16476918       81404  24395410         0   638752332    11926334       0   10510 2025-11-13 18:07:23
nvme8n1    129705         0    16069315      116609  24236962         0   638752332    14366376       0   12152 2025-11-13 18:07:23
nvme7n1    122261         0    15857819       85218  31789688         0   792734088    17801307       0   15503 2025-11-13 18:07:23
nvme6n1    118626         0    15716099       78537  31014332         0   792734088    31769101       0   21426 2025-11-13 18:07:23
sda       20904         0      224008       95583    516857      1417   547561680     2974581       0    1598 2025-11-13 18:07:28
sdb       21323         0      225520       85388    519442      1363   547624096     2973463       0    1588 2025-11-13 18:07:28
sdc       20986         0      223456      116420    518798      1655   547624096     2923016       0    1578 2025-11-13 18:07:28
sdd       20368         0      218872      120868    515102      1692   547561680     2926761       0    1585 2025-11-13 18:07:28
nvme0n1       652         0       67557         804    457997         0    58862537      378614       0     246 2025-11-13 18:07:28
nvme1n1       729         0       76618         365    474122         0    58862537      151276       0     113 2025-11-13 18:07:28
nvme2n1      1463         0      266440         279   1008306         0   160792333      104350       0      75 2025-11-13 18:07:28
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:28
nvme4n1    787254    195320   116519191      205064  13821555   5881443   344771612    12951130       0    4249 2025-11-13 18:07:28
nvme3n1      1491         0      273845         409    991650         0   160792333      144324       0      87 2025-11-13 18:07:28
nvme9n1    132704         0    16476918       81404  24395410         0   638752332    11926334       0   10510 2025-11-13 18:07:28
nvme8n1    129705         0    16069315      116609  24236962         0   638752332    14366376       0   12152 2025-11-13 18:07:28
nvme7n1    122261         0    15857819       85218  31789688         0   792734088    17801307       0   15503 2025-11-13 18:07:28
nvme6n1    118626         0    15716099       78537  31014332         0   792734088    31769101       0   21426 2025-11-13 18:07:28
sda       20904         0      224008       95583    516999      1417   547703808     2975331       0    1599 2025-11-13 18:07:33
sdb       21323         0      225520       85388    519557      1363   547767720     2974201       0    1588 2025-11-13 18:07:33
sdc       20986         0      223456      116420    518913      1656   547767720     2923740       0    1579 2025-11-13 18:07:33
sdd       20368         0      218872      120868    515242      1693   547703808     2927508       0    1585 2025-11-13 18:07:33
nvme0n1       652         0       67557         804    458047         0    58862995      378728       0     246 2025-11-13 18:07:33
nvme1n1       729         0       76618         365    474171         0    58862995      151294       0     113 2025-11-13 18:07:33
nvme2n1      1463         0      266440         279   1008380         0   160793338      104365       0      75 2025-11-13 18:07:33
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:33
nvme4n1    787254    195320   116519191      205064  13821605   5881450   344772076    12951257       0    4249 2025-11-13 18:07:33
nvme3n1      1491         0      273845         409    991725         0   160793338      144359       0      87 2025-11-13 18:07:33
nvme9n1    132704         0    16476918       81404  24395513         0   638753396    11926349       0   10510 2025-11-13 18:07:33
nvme8n1    129705         0    16069315      116609  24237070         0   638753396    14366392       0   12152 2025-11-13 18:07:33
nvme7n1    122261         0    15857819       85218  31789848         0   792735740    17801322       0   15503 2025-11-13 18:07:33
nvme6n1    118627         0    15716103       78538  31014509         0   792735740    31769115       0   21426 2025-11-13 18:07:33
sda       20904         0      224008       95583    517125      1418   547835704     2976023       0    1599 2025-11-13 18:07:38
sdb       21323         0      225520       85388    519685      1363   547895968     2974852       0    1588 2025-11-13 18:07:38
sdc       20986         0      223456      116420    519025      1656   547895968     2924420       0    1579 2025-11-13 18:07:38
sdd       20368         0      218872      120868    515372      1693   547835704     2928174       0    1585 2025-11-13 18:07:38
nvme0n1       652         0       67557         804    458108         0    58863466      378841       0     246 2025-11-13 18:07:38
nvme1n1       729         0       76618         365    474236         0    58863466      151313       0     113 2025-11-13 18:07:38
nvme2n1      1463         0      266440         279   1008481         0   160794366      104380       0      75 2025-11-13 18:07:38
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:38
nvme4n1    787254    195320   116519191      205064  13821608   5881469   344772252    12951274       0    4249 2025-11-13 18:07:38
nvme3n1      1491         0      273845         409    991820         0   160794366      144400       0      87 2025-11-13 18:07:38
nvme9n1    132704         0    16476918       81404  24395581         0   638753942    11926361       0   10510 2025-11-13 18:07:38
nvme8n1    129705         0    16069315      116609  24237143         0   638753942    14366404       0   12152 2025-11-13 18:07:38
nvme7n1    122261         0    15857819       85218  31789954         0   792736831    17801337       0   15503 2025-11-13 18:07:38
nvme6n1    118627         0    15716103       78538  31014614         0   792736831    31769128       0   21426 2025-11-13 18:07:38
